,id,model,price,kilometer,registration_date,condition,zip_code,text,place,url,zip_extracted,NUTS_3,RegionalID,Place,Place2,age,Land,Kreis,bip.2016,bip.2017,pek.2016,gdppc.2016,gdppc.2017,cit.2016,cit.2017,Schl�.ssel,Straftat,Gemeinde.schl�.ssel,Stadt..Landkreis,Kreisart,erfasste.F�.lle,HZ.nach.Zensus,Unique.Ids,f�lle
11,1175863853,Benzin,1299,186000,2004,8,94124,                    Vw Polo 9n zu verkaufen- 5-T�rer- T�v bis August 2020- Motor und Getriebe einwandfrei- Bremsen i.O- Steuerkette vor kurzem gemacht- Winterreifen mit gutem Profil- Dellen und Kratzer vorhanden- wenig Rost,94124Bayern-B�chlberg,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-9n/1175863853-216-7442,94124,DE228,9275,deggendorf,B�chlberg,15,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
12,1176415764,Kleinwagen,500,123000,1995,2,94078,                    Zu verkaufen steht ein vw polo 6n mit 60 PS mit 123000 km t�f bis 02.2020 leider ohne servo und die Frontscheibe hat einen Sprung zum ausschlachten oder herrichten. Der polo ist sofort fahrbereit,94078Bayern-Freyung,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-6n-mit-tuev/1176415764-216-7447,94078,DE225,9272,deggendorf,"Freyung, Niederbayern",24,BY,"Freyung-Grafenau, Landkreis",2190.6109999999999,2297373,23448,28030,29355,78151,78.263000000000005,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9272,Freyung-Grafenau,LK,5,6.38202820856468,"Freyung-Grafenau, LK",5
13,1176492146,Kleinwagen,1900,132000,2001,7,94234,"                    Biete VW Polo 6N2 mit neuem T�VEs wurden vor kurzem neue Schweller eingeschwei�t,Bremsen vorne komplett neu,Lenkkopflager erneuert.Der Zahnriemen wurde letztes Jahr getauscht.Das Auto ist aus erster Hand.An der rechten Seite ist minimaler RostansatzFragen bitte �ber WhatsApp.",94234Bayern-Viechtach,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-6n2-tuev-neu/1176492146-216-5935,94234,DE229,9276,deggendorf,Viechtach,18,BY,"Regen, Landkreis",2345002,2447.1460000000002,23949,30455,31642,77,77.337999999999994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9276,Regen,LK,5,6.45252874601556,"Regen, LK",5
14,1175136490,Kleinwagen,999,195000,1999,Unbesch�digtesFahrzeug,94315,"                    Incl. 4 fast neuer Winterreifen auf Felgen,Bremsen hinten 11/18, Zahnriemen/Wasserpumpe gewechseltInnenausstattung weist Gebrauchsspuren auf.Privatverkauf, keine GarantieBei Interesse 0176 / 529 58 338",94315Bayern-Straubing,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-6n/1175136490-216-7337,94315,DE223,9263,deggendorf,Straubing,20,BY,"Straubing, Kreisfreie Stadt",2376.8960000000002,2487.8989999999999,26031,50600,52527,46974,47.363999999999997,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9263,Straubing,KfS,12,25.2175009456563,"Straubing, KfS",12
15,1175484554,Kleinwagen,300,180000,1999,4,94474,"                    Wahr mein winterauto, Radlager vorne links defekt, Kupplung funktioniert noch aber nicht mehr die beste!",94474Bayern-VilshofenanderDonau,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-8-fach-bereift-6n/1175484554-216-5816,94474,DE228,9275,deggendorf,Vilshofen an der Donau,20,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
16,1174644304,Kleinwagen,3400,130330,2005,Unbesch�digtesFahrzeug,84378,"                    Verkaufe wegen Neuanschaffung meinen VW Polo mit Sommer- und Winterreifen.Bremsbel�ge und Scheiben vorne neu.Zahnriemen und Wasserpumpe wurden bei 115000 km beim Kundendienst erneuert.Die Plastik Front- und Hecksto�stangen haben Lackbesch�digungen.Das Auto ist f�r Probefahrten noch angemeldet.Privatverkauf, daher keine Garantie, Gew�hrleistung und R�cknahme.KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1390 cm�Anzahl der T�ren: 2/3 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 12/2020Farbe: Silber MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: GrauAirbags: Front- und Seiten-AirbagsAnh�ngerkupplung: --Radio: Tuner/RadioAusstattungABS, Alarmanlage, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Gep�ckraumabtrennung, Isofix, Leichtmetallfelgen, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Scheckheftgepflegt, Scheinwerferreinigung, Schl�ssellose Zentralverriegelung, Servolenkung, Sitzheizung, Sommerreifen, Traktionskontrolle, Umklappbarer Beifahrersitz, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84378 DietersburgDeutschlandTel.: +49 0151 59152324Weitere Informationen bei",84378Bayern-Dietersburg,https://www.ebay-kleinanzeigen.de/s-anzeige/volkswagen-vw-polo-automatik/1174644304-216-5820,84378,DE22A,9277,deggendorf,Dietersburg,14,BY,"Rottal-Inn, Landkreis",3638.2829999999999,3775.2730000000001,26360,30467,31462,119418,119994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9277,Rottal-Inn,LK,9,7.47688396706848,"Rottal-Inn, LK",9
17,1175897203,Kleinwagen,1500,179000,2004,Unbesch�digtesFahrzeug,94104,"                    Verkaufe meinen treuen VW Polo wegen Neuanschaffung. Bremsen wurden vor kurzem erneuert.Der Motor lief bis jetzt immer einwandfrei auch im Winter gab es nie Probleme.Das Auto hat eine Anh�ngekupplung, ist 8 Fach bereift, und ist ein Garagenfahrzeug.Er hat altersbedingt ein paar kleinere Roststellen au�erdem wurde an der Fahrert�r das Schloss getauscht.Ansonsten ist er in gutem Zustand.Der Preis ist verhandelbar dennoch gebe ich das Auto nicht unter Wert her!!!Ideal als Anf�nger oder Winterfahrzeug!!!",94104Bayern-Tittling,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-1-4-tdi-8-fach-bereift-/1175897203-216-20250,94104,DE228,9275,deggendorf,Tittling,15,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
18,1173886435,Kleinwagen,2000,185729,2006,Unbesch�digtesFahrzeug,NA,"                    Hallo!Meine kleine Auto ist verkaufen. Das Auto funktioniert ohne Probleme. Ich muss verkaufen, weil leider es ist schon zu klein f�r unsere Familie. Das Auto ist ein unbesch�digtes Fahrzeug, aber leider aussen hat paar kleine menge ( siehe fotos ). Das Auto l�uft ruhig, eiwandfrei! :)Preis ist VB Preis!!!","Kirchplatz10,94124Bayern-B�chlberg",https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-verkaufen/1173886435-216-7442,94124,DE228,9275,deggendorf,B�chlberg,13,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
19,1175090078,Kleinwagen,4199,182500,2010,3,94315,"                    Volkswagen Polo 6R Mod. 20101.2 Benzin 60PS2. HandDas Fahrzeug befindet sich technisch und optisch im sehr guten Zustand.T�V bis 03.2021ABS, EPC, ESP, Berganfahrassistent, Klimaanlage, CD-Spieler MP3, Bluetooth-Kit Parrot, 2x Elektr. Fensterheber, Elektr. Wegfahrsperre, Nichtraucher-Fahrzeug, Servolenkung, Tagfahrlicht, Traktionskontrolle, Zentralverriegelung, Isofix.Airbags: Front- und Seiten-Airbags. Bremsen hinten neu (ATE).Probefahrt m�glich",94315Bayern-Straubing,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-2010-euro-5-benzin/1175090078-216-7337,94315,DE223,9263,deggendorf,Straubing,9,BY,"Straubing, Kreisfreie Stadt",2376.8960000000002,2487.8989999999999,26031,50600,52527,46974,47.363999999999997,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9263,Straubing,KfS,12,25.2175009456563,"Straubing, KfS",12
20,1173557502,Kleinwagen,1000,132000,2004,7,94474,"                    Das ist ein gebrauchtes Auto Silber wurdevin vorbesitzer schwarz foliert. Zustand OK. F�r den T�V muss eigenes gemacht werden, wie Trommel Remsen und Scheiben, Klima funktioniert seit letzten Monat nicht mehr (F�llung). Auto wird verkauft wegen Nachwuchs mit 2 Kinder ist das Auto bissel zu klein. Ansonsten f�hrt einwandfrei.",94474Bayern-VilshofenanderDonau,https://www.ebay-kleinanzeigen.de/s-anzeige/auto-vw-polo/1173557502-216-5816,94474,DE228,9275,deggendorf,Vilshofen an der Donau,15,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
21,1175712531,Limousine,9500,42300,2016,Unbesch�digtesFahrzeug,94545,"                    VW Polo 1.2 TSI Comfortline in sehr gutem und gepflegtem Zustand.1 Vorbesitzer, EU-Neuwagen.J�hrliche professionelle Aufbereitung innen und au�en,scheckheftgepflegt.Inklusive:Winterreifen auf Stahlfelgen und Radkappen Original VW 15'',Original VW Stoff-Fu�matten f�r den Sommer,Gummi-Fu�matten f�r den Winter,Gep�ckraumschoner.AUSSTATTUNG:ArmlehneBerganfahrassistentEinparkhilfeEinparkhilfe Sensoren hintenEinparkhilfe Sensoren vorneElektr. FensterheberElektrische SeitenspiegelKlimaanlageMultifunktionslenkradStart/Stop-AutomatikTempomatBluetoothBordcomputerCDFreisprecheinrichtungRadioUSBAlufelgenWinterreifenABSBeifahrerairbagESPFahrerairbagIsofixKopfairbagReifendruckkontrollsystemSeitenairbagServolenkungTagfahrlichtTraktionskontrolleWegfahrsperreZentralverriegelung mit Funkfernbedienung",94545Bayern-Hohenau,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-1-2-tsi-90-ps-comfortline-rot/1175712531-216-7475,94545,DE225,9272,deggendorf,"Hohenau, Niederbayern",3,BY,"Freyung-Grafenau, Landkreis",2190.6109999999999,2297373,23448,28030,29355,78151,78.263000000000005,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9272,Freyung-Grafenau,LK,5,6.38202820856468,"Freyung-Grafenau, LK",5
22,1167471400,Kleinwagen,2499,180200,2005,Unbesch�digtesFahrzeug,84152,"                    Verkaufe sehr gepflegten VW Polo 9N3 schwarz 3 t�rig.Ausstattung :ABS, Servo, ZV mit Funk, elek. Fensterheber, elek. GSD,Letztes Jahr wurden erneuert:Kupplung neu, Radlager vorn, Steuerkette, Auspuff komplett, Kat, Bremsen, KlimaserviceDieses Jahr :Wasserpumpe, Lichtmaschine,Service neuKein Wartungsstau immer alles gleich instandgesetzt.Sommer auf Alu, Winterreifen auch dabei neuDem Alter entsprechende Gebrauchsspuren, nat�rlich kein Neuwagen mehr.Einfach reinsetzen und losfahren.Bei Fragen einfach melden 08733 938834.",84152Bayern-Mengkofen,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-9n3-1-2-3-tuerig-schwarz/1167471400-216-6053,84152,DE22C,9279,deggendorf,Mengkofen,14,BY,"Dingolfing-Landau, Landkreis",6334.8860000000004,6790.8159999999998,30335,66986,71158,94.57,95.433000000000007,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9279,Dingolfing-Landau,LK,7,7.30452567540775,"Dingolfing-Landau, LK",7
23,1173884952,Kleinwagen,6300,128000,2010,Unbesch�digtesFahrzeug,94362,                    Sehr gepflegter VW Polo Team mit Sonderausstattung. Aus 2. Hand. Unfallfrei. Sportsitze. Reifen 80%.,94362Bayern-Neukirchen,https://www.ebay-kleinanzeigen.de/s-anzeige/polo-6r-vw/1173884952-216-7332,94362,DE22B,9278,deggendorf,"Neukirchen bei Bogen, Niederbayern",9,BY,"Straubing-Bogen, Landkreis",2642.3330000000001,2730.2629999999999,27480,26686,27432,99014,99.53,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9278,Straubing-Bogen,LK,9,9.01460365792584,"Straubing-Bogen, LK",9
24,1173140790,Kleinwagen,500,200000,1999,Unbesch�digtesFahrzeug,NA,                    VW Polo 6Nan Bastler abzugeben.,"Wolfsweg12,94315Bayern-Straubing",https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-6n/1173140790-216-7337,94315,DE223,9263,deggendorf,Straubing,20,BY,"Straubing, Kreisfreie Stadt",2376.8960000000002,2487.8989999999999,26031,50600,52527,46974,47.363999999999997,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9263,Straubing,KfS,12,25.2175009456563,"Straubing, KfS",12
25,1172893518,Kleinwagen,300,135000,2001,Besch�digtesFahrzeug,94356,                    Als Ersatzteiltr�ger. siehe Fotos,94356Bayern-Kirchroth,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-1-0/1172893518-216-7341,94356,DE22B,9278,deggendorf,Kirchroth,18,BY,"Straubing-Bogen, Landkreis",2642.3330000000001,2730.2629999999999,27480,26686,27432,99014,99.53,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9278,Straubing-Bogen,LK,9,9.01460365792584,"Straubing-Bogen, LK",9
26,1174413132,Benzin,999,180000,2002,Schwarz,94560,                    Trenne mich schweren Herzens von meiner treuen Seele .... Polo ist bereits abgemeldet .. T�V bis September 2019... 8-Fach bereift ...Anmelden - einsteigen - losfahren,94560Bayern-Offenberg,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-9n-1-4-l-benzin/1174413132-216-6027,94560,DE224,9271,deggendorf,Offenberg,17,BY,"Deggendorf, Landkreis",4469.3559999999998,4688.3109999999997,26715,38167,39674,117099,118.17100000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9271,Deggendorf,LK,15,12.6325363606505,"Deggendorf, LK",15
27,1138042914,Kleinwagen,999,192000,2002,Unbesch�digtesFahrzeug,84332,"                    Neu reifen allwetter , privat verkauf keine garantie oder ruchname",84332Bayern-Hebertsfelden,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-2002/1138042914-216-5923,84332,DE22A,9277,deggendorf,Hebertsfelden,17,BY,"Rottal-Inn, Landkreis",3638.2829999999999,3775.2730000000001,26360,30467,31462,119418,119994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9277,Rottal-Inn,LK,9,7.47688396706848,"Rottal-Inn, LK",9
28,1147858040,Kleinwagen,3750,168000,2010,6,94336,                    Vw polo 1.2 Tdi bluemotionStart stopKlimaSitzheizungTagfahrlichtEletr. FensterheberRadio cdSommerreifen auf org. AlufelgenWinterreifen auf stahlfelgenScheckheft geplegtT�V NEU !!Technisch top !Optisch alter und laufleistung entsprechendSparsamer flitzer,94336Bayern-Hunderdorf,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-bmt-/1147858040-216-19710,94336,DE22B,9278,deggendorf,"Windberg, Niederbayern",9,BY,"Straubing-Bogen, Landkreis",2642.3330000000001,2730.2629999999999,27480,26686,27432,99014,99.53,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9278,Straubing-Bogen,LK,9,9.01460365792584,"Straubing-Bogen, LK",9
29,1162549630,Kleinwagen,1199,163000,2000,4,94508,                    Sch�ner Polo in gutem ZustandL�uft einwandfrei. Kaum Rost. Steht f�r das Alter super da.8-fach bereift. Gute Kenwood-Boxen verbaut.Einsteigen und losfahren!Neuer T�V im Fr�hjahr kein Problem.Privatverkauf ohne Gew�hrleistung,94508Bayern-Sch�llnach,https://www.ebay-kleinanzeigen.de/s-anzeige/vw-polo-klima/1162549630-216-5809,94508,DE224,9271,deggendorf,Sch�llnach,19,BY,"Deggendorf, Landkreis",4469.3559999999998,4688.3109999999997,26715,38167,39674,117099,118.17100000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9271,Deggendorf,LK,15,12.6325363606505,"Deggendorf, LK",15
30,1151424887,Limousine,1000,204500,2000,Unbesch�digtesFahrzeug,94315,"                    Verkaufen vw Polo bj. 2000999cm , elektrische Fenster, CD,USB,AUX, micro SDAuto ist perfect f�r arbeit, preis ist vb.",94315Bayern-Straubing,https://www.ebay-kleinanzeigen.de/s-anzeige/verkaufen-vw-polo/1151424887-216-7337,94315,DE223,9263,deggendorf,Straubing,19,BY,"Straubing, Kreisfreie Stadt",2376.8960000000002,2487.8989999999999,26031,50600,52527,46974,47.363999999999997,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9263,Straubing,KfS,12,25.2175009456563,"Straubing, KfS",12
